,goodreads_book_id,tag_id,count,tag_name,tag_count
4727,13223520,"[32989, 18886, 1128, 11505, 22973, 29452, 29011, 18640, 9638, 17217, 32099, 24995, 25822, 24993, 1078]","[376, 20, 31, 26, 946, 42, 213, 24, 66, 51, 25, 25, 33, 30, 26]","['ya', 'magic', '5-stars', 'favorite-books', 'paranormal', 'teen', 'supernatural', 'love', 'dnf', 'kindle-books', 'want-to-read', 'read-2013', 'reviewed', 'read-2012', '4-stars']",15
4728,14384,"[18886, 2104, 1128, 22973, 29011, 1540, 25147, 18640, 12680, 23037, 9638, 21815, 11503, 22944, 1078]","[77, 30, 46, 1402, 122, 27, 32, 33, 25, 41, 33, 24, 26, 35, 38]","['magic', 'all-time-favorites', '5-stars', 'paranormal', 'supernatural', 'action', 'read-in-2011', 'love', 'funny', 'part-of-a-series', 'dnf', 'nook', 'favorite-authors', 'paperback', '4-stars']",15
4729,13835,"[32989, 18886, 26785, 2104, 11505, 11370, 22973, 29452, 33012, 26897, 1540, 25147, 14467, 11503, 14487]","[929, 343, 121, 54, 30, 82, 20, 153, 83, 44, 40, 20, 27, 20, 23]","['ya', 'magic', 'sci-fi-fantasy', 'all-time-favorites', 'favorite-books', 'fantasy-sci-fi', 'paranormal', 'teen', 'ya-fiction', 'scifi-fantasy', 'action', 'read-in-2011', 'historical', 'favorite-authors', 'historical-fiction']",15
4730,7257982,"[25147, 11978, 24999, 8067, 30358, 6122, 2277, 11503, 25146, 12948, 25822, 8517, 20994, 20989, 18051]","[5, 4, 5, 3, 45, 5, 3, 3, 6, 5, 4, 23, 21, 12, 3]","['read-in-2011', 'finished', 'read-2016', 'contemporary-fiction', 'thriller', 'calibre', 'american', 'favorite-authors', 'read-in-2010', 'general-fiction', 'reviewed', 'crime', 'mystery-thriller', 'mystery-suspense', 'library-book']",15
4731,10659536,"[32989, 7457, 1128, 11505, 5180, 15048, 12680, 14764, 21773, 21689, 2277, 11503, 18054, 24993, 18051]","[13, 19, 5, 3, 3, 78, 12, 3, 11, 14, 3, 3, 6, 4, 3]","['ya', 'classics', '5-stars', 'favorite-books', 'books-i-have', 'humor', 'funny', 'home-library', 'nonfiction', 'non-fiction', 'american', 'favorite-authors', 'library-books', 'read-2012', 'library-book']",15
4732,62111,"[32989, 7457, 7404, 14764, 31505, 9638, 14552, 14467, 9484, 17217, 25438, 26735, 12948, 14487, 11221]","[61, 1803, 384, 19, 16, 16, 14, 47, 16, 16, 11, 25, 24, 124, 33]","['ya', 'classics', 'classic', 'home-library', 'unfinished', 'dnf', 'history', 'historical', 'didn-t-finish', 'kindle-books', 'realistic-fiction', 'school', 'general-fiction', 'historical-fiction', 'family']",15
4733,99245,"[26785, 2104, 7457, 11370, 26897, 7404, 11978, 26771, 8067, 26837, 923, 6122, 2277, 22944, 31557]","[52, 4, 29, 11, 24, 9, 6, 585, 3, 891, 3, 9, 12, 6, 7]","['sci-fi-fantasy', 'all-time-favorites', 'classics', 'fantasy-sci-fi', 'scifi-fantasy', 'classic', 'finished', 'sci-fi', 'contemporary-fiction', 'science-fiction', '20th-century', 'calibre', 'american', 'paperback', 'unread']",15
4734,9530,"[2104, 1128, 11505, 11978, 5180, 24997, 25506, 31505, 14552, 21773, 21689, 14467, 5051, 14487, 29076]","[7, 6, 4, 4, 4, 6, 7, 5, 177, 181, 360, 19, 9, 4, 7]","['all-time-favorites', '5-stars', 'favorite-books', 'finished', 'books-i-have', 'read-2015', 'recommended', 'unfinished', 'history', 'nonfiction', 'non-fiction', 'historical', 'bookclub', 'historical-fiction', 'suspense']",15
4735,100365,"[26785, 7457, 11370, 26897, 7404, 26771, 25506, 26837, 31505, 30672, 6122, 2277, 22944, 31557, 25822]","[110, 35, 20, 55, 23, 1089, 8, 1619, 9, 18, 12, 13, 12, 8, 9]","['sci-fi-fantasy', 'classics', 'fantasy-sci-fi', 'scifi-fantasy', 'classic', 'sci-fi', 'recommended', 'science-fiction', 'unfinished', 'to-read-fiction', 'calibre', 'american', 'paperback', 'unread', 'reviewed']",15
4736,13206760,"[32989, 18886, 2104, 1128, 29452, 26897, 25153, 5444, 26771, 5180, 18640, 26837, 12680, 9638, 17217]","[303, 207, 180, 222, 337, 58, 174, 78, 330, 63, 79, 237, 51, 74, 54]","['ya', 'magic', 'all-time-favorites', '5-stars', 'teen', 'scifi-fantasy', 'read-in-2017', 'bookshelf', 'sci-fi', 'books-i-have', 'love', 'science-fiction', 'funny', 'dnf', 'kindle-books']",15
4737,16762211,"[32989, 1128, 29452, 18640, 23037, 9638, 22733, 17217, 29316, 32099, 25438, 24995, 25822, 6750, 1078]","[47, 8, 6, 12, 7, 38, 6, 21, 6, 7, 10, 27, 6, 17, 13]","['ya', '5-stars', 'teen', 'love', 'part-of-a-series', 'dnf', 'own-to-read', 'kindle-books', 'tbr', 'want-to-read', 'realistic-fiction', 'read-2013', 'reviewed', 'chick-lit', '4-stars']",15
4738,100924,"[26785, 2104, 7457, 11505, 11370, 26897, 7404, 26771, 26837, 14764, 923, 6122, 11503, 26735, 31557]","[156, 21, 234, 16, 64, 64, 41, 702, 1035, 11, 24, 9, 11, 11, 10]","['sci-fi-fantasy', 'all-time-favorites', 'classics', 'favorite-books', 'fantasy-sci-fi', 'scifi-fantasy', 'classic', 'sci-fi', 'science-fiction', 'home-library', '20th-century', 'calibre', 'favorite-authors', 'school', 'unread']",15
4739,9567,"[2104, 7457, 5444, 15048, 8067, 12680, 14764, 31505, 9484, 2277, 11503, 22944, 29316, 12948, 18326]","[5, 3, 3, 75, 15, 8, 4, 3, 4, 13, 7, 4, 3, 17, 10]","['all-time-favorites', 'classics', 'bookshelf', 'humor', 'contemporary-fiction', 'funny', 'home-library', 'unfinished', 'didn-t-finish', 'american', 'favorite-authors', 'paperback', 'tbr', 'general-fiction', 'literary-fiction']",15
4740,9569,"[2104, 11505, 11370, 15048, 8067, 12680, 14764, 31505, 9484, 2277, 11503, 12948, 18326, 31557, 24996]","[3, 3, 2, 62, 13, 5, 4, 4, 5, 13, 6, 10, 4, 3, 2]","['all-time-favorites', 'favorite-books', 'fantasy-sci-fi', 'humor', 'contemporary-fiction', 'funny', 'home-library', 'unfinished', 'didn-t-finish', 'american', 'favorite-authors', 'general-fiction', 'literary-fiction', 'unread', 'read-2014']",15
4741,15101,"[18886, 1128, 25147, 11978, 8067, 14764, 923, 30672, 9484, 5051, 22944, 12948, 14487, 18326, 6750]","[12, 4, 3, 6, 19, 4, 3, 4, 4, 6, 4, 24, 9, 14, 19]","['magic', '5-stars', 'read-in-2011', 'finished', 'contemporary-fiction', 'home-library', '20th-century', 'to-read-fiction', 'didn-t-finish', 'bookclub', 'paperback', 'general-fiction', 'historical-fiction', 'literary-fiction', 'chick-lit']",15
4742,7165300,"[18886, 26785, 2104, 11370, 26897, 25153, 1540, 26771, 24999, 25506, 26837, 31505, 9638, 9484, 29316]","[187, 80, 16, 80, 42, 26, 19, 31, 14, 23, 35, 19, 57, 17, 63]","['magic', 'sci-fi-fantasy', 'all-time-favorites', 'fantasy-sci-fi', 'scifi-fantasy', 'read-in-2017', 'action', 'sci-fi', 'read-2016', 'recommended', 'science-fiction', 'unfinished', 'dnf', 'didn-t-finish', 'tbr']",15
4743,7572,"[2104, 7457, 11505, 7404, 15048, 8067, 12680, 923, 31505, 30672, 9484, 2277, 11503, 12948, 18326]","[16, 20, 9, 9, 177, 35, 16, 9, 10, 9, 10, 35, 13, 44, 29]","['all-time-favorites', 'classics', 'favorite-books', 'classic', 'humor', 'contemporary-fiction', 'funny', '20th-century', 'unfinished', 'to-read-fiction', 'didn-t-finish', 'american', 'favorite-authors', 'general-fiction', 'literary-fiction']",15
4744,22917,"[32989, 18886, 26785, 2104, 7457, 1128, 11370, 5444, 7404, 5180, 14764, 31505, 22733, 17217, 29316]","[34, 50, 29, 28, 2827, 26, 25, 42, 507, 25, 40, 29, 32, 24, 24]","['ya', 'magic', 'sci-fi-fantasy', 'all-time-favorites', 'classics', '5-stars', 'fantasy-sci-fi', 'bookshelf', 'classic', 'books-i-have', 'home-library', 'unfinished', 'own-to-read', 'kindle-books', 'tbr']",15
4745,8253920,"[18886, 26785, 2104, 11370, 26897, 25147, 11978, 26771, 26837, 14764, 6122, 25146, 31557, 24995, 25822]","[56, 139, 17, 91, 65, 23, 13, 18, 26, 12, 22, 18, 11, 14, 10]","['magic', 'sci-fi-fantasy', 'all-time-favorites', 'fantasy-sci-fi', 'scifi-fantasy', 'read-in-2011', 'finished', 'sci-fi', 'science-fiction', 'home-library', 'calibre', 'read-in-2010', 'unread', 'read-2013', 'reviewed']",15
4746,8138071,"[18886, 26785, 1128, 11505, 11370, 22973, 29011, 26897, 1540, 25147, 26771, 26837, 23037, 21815, 25822]","[179, 33, 23, 17, 24, 502, 131, 18, 13, 62, 14, 12, 12, 24, 12]","['magic', 'sci-fi-fantasy', '5-stars', 'favorite-books', 'fantasy-sci-fi', 'paranormal', 'supernatural', 'scifi-fantasy', 'action', 'read-in-2011', 'sci-fi', 'science-fiction', 'part-of-a-series', 'nook', 'reviewed']",15
4747,10365,"[32989, 2104, 7457, 1128, 11505, 29452, 33012, 7404, 14467, 2277, 25438, 26735, 12948, 14487, 11221]","[461, 110, 2806, 46, 68, 47, 59, 588, 93, 40, 265, 376, 51, 382, 40]","['ya', 'all-time-favorites', 'classics', '5-stars', 'favorite-books', 'teen', 'ya-fiction', 'classic', 'historical', 'american', 'realistic-fiction', 'school', 'general-fiction', 'historical-fiction', 'family']",15
4748,79705,"[26785, 11505, 29011, 1540, 11978, 26771, 5180, 30358, 26837, 14764, 25146, 22944, 12948, 11221, 29076]","[5, 6, 10, 6, 4, 16, 6, 42, 10, 8, 4, 8, 9, 5, 23]","['sci-fi-fantasy', 'favorite-books', 'supernatural', 'action', 'finished', 'sci-fi', 'books-i-have', 'thriller', 'science-fiction', 'home-library', 'read-in-2010', 'paperback', 'general-fiction', 'family', 'suspense']",15
4749,29580,"[26785, 2104, 7457, 11370, 26897, 7404, 11978, 26771, 26837, 14764, 923, 6122, 2277, 22944, 31557]","[190, 14, 241, 59, 97, 69, 14, 2506, 3366, 12, 15, 19, 31, 21, 13]","['sci-fi-fantasy', 'all-time-favorites', 'classics', 'fantasy-sci-fi', 'scifi-fantasy', 'classic', 'finished', 'sci-fi', 'science-fiction', 'home-library', '20th-century', 'calibre', 'american', 'paperback', 'unread']",15
4750,85957,"[26785, 11505, 29011, 1540, 11978, 26771, 5180, 30358, 26837, 14764, 22944, 12948, 11221, 29076, 20989]","[5, 5, 12, 5, 4, 15, 8, 43, 9, 11, 8, 7, 4, 22, 4]","['sci-fi-fantasy', 'favorite-books', 'supernatural', 'action', 'finished', 'sci-fi', 'books-i-have', 'thriller', 'science-fiction', 'home-library', 'paperback', 'general-fiction', 'family', 'suspense', 'mystery-suspense']",15
4751,3977,"[26785, 2104, 7457, 11370, 26897, 26771, 30358, 26837, 923, 30672, 6122, 2277, 22944, 31557, 24996]","[84, 7, 6, 18, 35, 952, 5, 1230, 6, 5, 19, 10, 10, 7, 6]","['sci-fi-fantasy', 'all-time-favorites', 'classics', 'fantasy-sci-fi', 'scifi-fantasy', 'sci-fi', 'thriller', 'science-fiction', '20th-century', 'to-read-fiction', 'calibre', 'american', 'paperback', 'unread', 'read-2014']",15
4752,7201,"[2104, 5444, 7404, 8067, 30358, 923, 6122, 14552, 14467, 29316, 12948, 14487, 11221, 29076, 20994]","[5, 3, 3, 7, 44, 3, 3, 10, 19, 2, 18, 76, 2, 4, 11]","['all-time-favorites', 'bookshelf', 'classic', 'contemporary-fiction', 'thriller', '20th-century', 'calibre', 'history', 'historical', 'tbr', 'general-fiction', 'historical-fiction', 'family', 'suspense', 'mystery-thriller']",15
4753,11306,"[32989, 18886, 26785, 2104, 7457, 11370, 22973, 29452, 29011, 33012, 26897, 7404, 26771, 923, 14487]","[109, 25, 27, 13, 36, 25, 7, 10, 9, 11, 20, 13, 9, 5, 8]","['ya', 'magic', 'sci-fi-fantasy', 'all-time-favorites', 'classics', 'fantasy-sci-fi', 'paranormal', 'teen', 'supernatural', 'ya-fiction', 'scifi-fantasy', 'classic', 'sci-fi', '20th-century', 'historical-fiction']",15
4754,9917945,"[32989, 2104, 11505, 29452, 33012, 5444, 25147, 18640, 8067, 23037, 29316, 32099, 25438, 11221, 24993]","[187, 10, 9, 54, 31, 8, 11, 13, 9, 8, 9, 17, 98, 8, 14]","['ya', 'all-time-favorites', 'favorite-books', 'teen', 'ya-fiction', 'bookshelf', 'read-in-2011', 'love', 'contemporary-fiction', 'part-of-a-series', 'tbr', 'want-to-read', 'realistic-fiction', 'family', 'read-2012']",15
4755,7445,"[2104, 7457, 1128, 11505, 25153, 25147, 11978, 25506, 21773, 21689, 2277, 5051, 25146, 26735, 11221]","[167, 136, 73, 177, 68, 63, 77, 76, 2094, 4738, 69, 516, 67, 225, 214]","['all-time-favorites', 'classics', '5-stars', 'favorite-books', 'read-in-2017', 'read-in-2011', 'finished', 'recommended', 'nonfiction', 'non-fiction', 'american', 'bookclub', 'read-in-2010', 'school', 'family']",15
4756,7519472,"[18886, 1128, 22973, 29011, 1540, 25147, 23037, 9638, 21815, 11503, 25146, 22944, 24995, 24993, 1078]","[15, 17, 578, 66, 19, 14, 20, 10, 24, 12, 17, 16, 9, 10, 13]","['magic', '5-stars', 'paranormal', 'supernatural', 'action', 'read-in-2011', 'part-of-a-series', 'dnf', 'nook', 'favorite-authors', 'read-in-2010', 'paperback', 'read-2013', 'read-2012', '4-stars']",15
4757,89187,"[26785, 11370, 26897, 26771, 24999, 24997, 25506, 26837, 31505, 30672, 9638, 6122, 22944, 31557, 25822]","[47, 16, 27, 1091, 6, 8, 7, 1559, 8, 20, 10, 11, 8, 7, 10]","['sci-fi-fantasy', 'fantasy-sci-fi', 'scifi-fantasy', 'sci-fi', 'read-2016', 'read-2015', 'recommended', 'science-fiction', 'unfinished', 'to-read-fiction', 'dnf', 'calibre', 'paperback', 'unread', 'reviewed']",15
4758,93269,"[26785, 7457, 11370, 26897, 7404, 26771, 30358, 25506, 26837, 923, 30672, 9638, 2277, 22944, 32099]","[44, 64, 10, 15, 26, 359, 8, 12, 597, 9, 11, 9, 9, 7, 7]","['sci-fi-fantasy', 'classics', 'fantasy-sci-fi', 'scifi-fantasy', 'classic', 'sci-fi', 'thriller', 'recommended', 'science-fiction', '20th-century', 'to-read-fiction', 'dnf', 'american', 'paperback', 'want-to-read']",15
4759,16301111,"[32989, 1128, 11505, 29452, 11978, 18640, 31505, 9638, 9484, 22733, 17217, 25438, 24995, 6750, 1078]","[79, 10, 6, 15, 7, 26, 10, 48, 9, 6, 18, 7, 10, 25, 10]","['ya', '5-stars', 'favorite-books', 'teen', 'finished', 'love', 'unfinished', 'dnf', 'didn-t-finish', 'own-to-read', 'kindle-books', 'realistic-fiction', 'read-2013', 'chick-lit', '4-stars']",15
4760,13638570,"[32989, 2104, 1128, 11505, 24997, 18640, 23037, 9638, 17217, 32099, 25438, 24995, 24996, 6750, 1078]","[111, 20, 31, 27, 10, 35, 26, 14, 18, 11, 23, 32, 12, 19, 25]","['ya', 'all-time-favorites', '5-stars', 'favorite-books', 'read-2015', 'love', 'part-of-a-series', 'dnf', 'kindle-books', 'want-to-read', 'realistic-fiction', 'read-2013', 'read-2014', 'chick-lit', '4-stars']",15
4761,7304203,"[18886, 26785, 2104, 1128, 11505, 11370, 22973, 29011, 1540, 25147, 23037, 21815, 25822, 29076, 24993]","[247, 58, 89, 117, 58, 37, 1377, 206, 42, 154, 45, 48, 38, 41, 38]","['magic', 'sci-fi-fantasy', 'all-time-favorites', '5-stars', 'favorite-books', 'fantasy-sci-fi', 'paranormal', 'supernatural', 'action', 'read-in-2011', 'part-of-a-series', 'nook', 'reviewed', 'suspense', 'read-2012']",15
4762,54479,"[32989, 26785, 7457, 5444, 7404, 26771, 26837, 14764, 14552, 14467, 17217, 26735, 12948, 14487, 31557]","[27, 47, 4561, 24, 868, 340, 648, 35, 37, 104, 24, 70, 53, 207, 25]","['ya', 'sci-fi-fantasy', 'classics', 'bookshelf', 'classic', 'sci-fi', 'science-fiction', 'home-library', 'history', 'historical', 'kindle-books', 'school', 'general-fiction', 'historical-fiction', 'unread']",15
4763,17267,"[26785, 2104, 7457, 11505, 25153, 5444, 7404, 25506, 14764, 923, 21689, 5051, 11503, 32099, 26735]","[21, 30, 47, 15, 14, 19, 85, 16, 17, 26, 242, 16, 17, 16, 35]","['sci-fi-fantasy', 'all-time-favorites', 'classics', 'favorite-books', 'read-in-2017', 'bookshelf', 'classic', 'recommended', 'home-library', '20th-century', 'non-fiction', 'bookclub', 'favorite-authors', 'want-to-read', 'school']",15
4764,100933,"[26785, 2104, 7457, 11370, 26897, 7404, 26771, 26837, 14764, 923, 30672, 6122, 11503, 22944, 31557]","[131, 8, 180, 55, 45, 34, 542, 833, 12, 18, 12, 8, 9, 10, 14]","['sci-fi-fantasy', 'all-time-favorites', 'classics', 'fantasy-sci-fi', 'scifi-fantasy', 'classic', 'sci-fi', 'science-fiction', 'home-library', '20th-century', 'to-read-fiction', 'calibre', 'favorite-authors', 'paperback', 'unread']",15
4765,2296567,"[8067, 14764, 31505, 30672, 9638, 21773, 21689, 14467, 9484, 22733, 5051, 25146, 12948, 14487, 18326]","[15, 7, 13, 8, 7, 9, 38, 13, 17, 7, 10, 8, 6, 59, 13]","['contemporary-fiction', 'home-library', 'unfinished', 'to-read-fiction', 'dnf', 'nonfiction', 'non-fiction', 'historical', 'didn-t-finish', 'own-to-read', 'bookclub', 'read-in-2010', 'general-fiction', 'historical-fiction', 'literary-fiction']",15
4766,28695,"[26785, 11370, 26897, 26771, 30358, 26837, 31505, 30672, 9638, 6122, 9484, 22944, 29316, 32099, 31557]","[80, 48, 35, 514, 9, 683, 12, 5, 10, 7, 6, 6, 6, 6, 13]","['sci-fi-fantasy', 'fantasy-sci-fi', 'scifi-fantasy', 'sci-fi', 'thriller', 'science-fiction', 'unfinished', 'to-read-fiction', 'dnf', 'calibre', 'didn-t-finish', 'paperback', 'tbr', 'want-to-read', 'unread']",15
4767,15566,"[18886, 26785, 11370, 26897, 5444, 11978, 26771, 5180, 26837, 14764, 6122, 2277, 22944, 32099, 31557]","[21, 70, 27, 24, 5, 6, 17, 6, 13, 4, 7, 4, 13, 4, 10]","['magic', 'sci-fi-fantasy', 'fantasy-sci-fi', 'scifi-fantasy', 'bookshelf', 'finished', 'sci-fi', 'books-i-have', 'science-fiction', 'home-library', 'calibre', 'american', 'paperback', 'want-to-read', 'unread']",15
4768,9413044,"[32989, 18886, 1128, 22973, 29452, 29011, 33012, 9638, 21815, 29316, 32099, 24995, 25822, 18054, 24993]","[632, 52, 21, 805, 74, 183, 43, 65, 21, 27, 43, 43, 62, 33, 49]","['ya', 'magic', '5-stars', 'paranormal', 'teen', 'supernatural', 'ya-fiction', 'dnf', 'nook', 'tbr', 'want-to-read', 'read-2013', 'reviewed', 'library-books', 'read-2012']",15
4769,17032328,"[32989, 1128, 11505, 18640, 23037, 9638, 21815, 9484, 17217, 25438, 24995, 24996, 25822, 6750, 1078]","[23, 16, 12, 26, 9, 38, 24, 12, 19, 17, 49, 13, 10, 26, 17]","['ya', '5-stars', 'favorite-books', 'love', 'part-of-a-series', 'dnf', 'nook', 'didn-t-finish', 'kindle-books', 'realistic-fiction', 'read-2013', 'read-2014', 'reviewed', 'chick-lit', '4-stars']",15
4770,5509920,"[18886, 1128, 11505, 22973, 29011, 1540, 25147, 11978, 18640, 23037, 21815, 25146, 22944, 24995, 1078]","[18, 20, 12, 724, 81, 21, 19, 11, 11, 29, 23, 18, 22, 12, 24]","['magic', '5-stars', 'favorite-books', 'paranormal', 'supernatural', 'action', 'read-in-2011', 'finished', 'love', 'part-of-a-series', 'nook', 'read-in-2010', 'paperback', 'read-2013', '4-stars']",15
4771,25100,"[18886, 26785, 7457, 11370, 22973, 29011, 26897, 25153, 25147, 24999, 24997, 26837, 923, 11503, 18054]","[32, 64, 19, 33, 35, 51, 27, 15, 25, 15, 16, 22, 20, 18, 15]","['magic', 'sci-fi-fantasy', 'classics', 'fantasy-sci-fi', 'paranormal', 'supernatural', 'scifi-fantasy', 'read-in-2017', 'read-in-2011', 'read-2016', 'read-2015', 'science-fiction', '20th-century', 'favorite-authors', 'library-books']",15
4772,5061675,"[18886, 26785, 2104, 11505, 11370, 26897, 1540, 25147, 11978, 26837, 31505, 9638, 6122, 14487, 24993]","[2, 21, 2, 6, 4, 7, 2, 4, 3, 5, 2, 2, 2, 2, 2]","['magic', 'sci-fi-fantasy', 'all-time-favorites', 'favorite-books', 'fantasy-sci-fi', 'scifi-fantasy', 'action', 'read-in-2011', 'finished', 'science-fiction', 'unfinished', 'dnf', 'calibre', 'historical-fiction', 'read-2012']",15
4773,12107927,"[32989, 33012, 1540, 26771, 24997, 15048, 30358, 26837, 14552, 22733, 25438, 14487, 24995, 29076, 18054]","[23, 5, 9, 4, 2, 3, 13, 3, 3, 2, 6, 4, 9, 3, 3]","['ya', 'ya-fiction', 'action', 'sci-fi', 'read-2015', 'humor', 'thriller', 'science-fiction', 'history', 'own-to-read', 'realistic-fiction', 'historical-fiction', 'read-2013', 'suspense', 'library-books']",15
4774,112520,"[26785, 7457, 11370, 26897, 5444, 26771, 24999, 24997, 26837, 14764, 9638, 6122, 22944, 31557, 24996]","[34, 7, 5, 21, 3, 576, 3, 3, 822, 7, 5, 7, 16, 7, 3]","['sci-fi-fantasy', 'classics', 'fantasy-sci-fi', 'scifi-fantasy', 'bookshelf', 'sci-fi', 'read-2016', 'read-2015', 'science-fiction', 'home-library', 'dnf', 'calibre', 'paperback', 'unread', 'read-2014']",15
4775,4497978,"[18886, 1128, 22973, 29011, 1540, 25147, 24997, 23037, 9638, 21815, 25146, 22944, 29076, 24993, 1078]","[41, 17, 774, 59, 21, 24, 13, 31, 11, 17, 29, 19, 18, 11, 38]","['magic', '5-stars', 'paranormal', 'supernatural', 'action', 'read-in-2011', 'read-2015', 'part-of-a-series', 'dnf', 'nook', 'read-in-2010', 'paperback', 'suspense', 'read-2012', '4-stars']",15
4776,7926,"[32989, 2104, 7457, 11505, 7404, 14764, 923, 14552, 14467, 2277, 25438, 26735, 14487, 11221, 18051]","[32, 16, 129, 8, 32, 10, 11, 25, 47, 10, 16, 6, 234, 31, 7]","['ya', 'all-time-favorites', 'classics', 'favorite-books', 'classic', 'home-library', '20th-century', 'history', 'historical', 'american', 'realistic-fiction', 'school', 'historical-fiction', 'family', 'library-book']",15
4777,2956,"[32989, 2104, 7457, 29452, 7404, 15048, 31505, 14552, 14467, 2277, 25438, 26735, 12948, 14487, 18326]","[374, 86, 17401, 87, 3227, 323, 84, 130, 518, 561, 111, 1199, 225, 1481, 207]","['ya', 'all-time-favorites', 'classics', 'teen', 'classic', 'humor', 'unfinished', 'history', 'historical', 'american', 'realistic-fiction', 'school', 'general-fiction', 'historical-fiction', 'literary-fiction']",15
4778,25102,"[18886, 26785, 7457, 1128, 11370, 22973, 29011, 26897, 25153, 25147, 24999, 26837, 923, 11503, 18054]","[24, 49, 17, 13, 25, 24, 39, 21, 13, 20, 16, 14, 15, 13, 13]","['magic', 'sci-fi-fantasy', 'classics', '5-stars', 'fantasy-sci-fi', 'paranormal', 'supernatural', 'scifi-fantasy', 'read-in-2017', 'read-in-2011', 'read-2016', 'science-fiction', '20th-century', 'favorite-authors', 'library-books']",15
4779,25105,"[18886, 26785, 2104, 7457, 1128, 11370, 22973, 29011, 26897, 25147, 26771, 24999, 26837, 923, 11503]","[12, 44, 13, 12, 14, 23, 20, 30, 21, 11, 10, 14, 13, 13, 11]","['magic', 'sci-fi-fantasy', 'all-time-favorites', 'classics', '5-stars', 'fantasy-sci-fi', 'paranormal', 'supernatural', 'scifi-fantasy', 'read-in-2011', 'sci-fi', 'read-2016', 'science-fiction', '20th-century', 'favorite-authors']",15
4780,18114057,"[26785, 26897, 1540, 26771, 24999, 24997, 30358, 26837, 30672, 9484, 24996, 25822, 8517, 29076, 20994]","[10, 15, 11, 314, 6, 6, 117, 365, 14, 4, 12, 5, 4, 9, 5]","['sci-fi-fantasy', 'scifi-fantasy', 'action', 'sci-fi', 'read-2016', 'read-2015', 'thriller', 'science-fiction', 'to-read-fiction', 'didn-t-finish', 'read-2014', 'reviewed', 'crime', 'suspense', 'mystery-thriller']",15
4781,3334563,"[18886, 26785, 2104, 11505, 11370, 29452, 33012, 26897, 5444, 11978, 5180, 25506, 9638, 32099, 1078]","[7, 6, 2, 3, 3, 4, 4, 3, 3, 2, 2, 2, 3, 3, 2]","['magic', 'sci-fi-fantasy', 'all-time-favorites', 'favorite-books', 'fantasy-sci-fi', 'teen', 'ya-fiction', 'scifi-fantasy', 'bookshelf', 'finished', 'books-i-have', 'recommended', 'dnf', 'want-to-read', '4-stars']",15
4782,3295695,"[18886, 26785, 2104, 22973, 29011, 1540, 15048, 12680, 23037, 9638, 21815, 14467, 11503, 22944, 1078]","[120, 15, 10, 481, 34, 17, 54, 80, 17, 52, 13, 48, 10, 10, 17]","['magic', 'sci-fi-fantasy', 'all-time-favorites', 'paranormal', 'supernatural', 'action', 'humor', 'funny', 'part-of-a-series', 'dnf', 'nook', 'historical', 'favorite-authors', 'paperback', '4-stars']",15
4783,18656006,"[11978, 5180, 24999, 24997, 8067, 9638, 21815, 9484, 25438, 12948, 11221, 24996, 18054, 18051, 6750]","[7, 7, 11, 17, 14, 4, 5, 4, 4, 10, 9, 20, 4, 11, 111]","['finished', 'books-i-have', 'read-2016', 'read-2015', 'contemporary-fiction', 'dnf', 'nook', 'didn-t-finish', 'realistic-fiction', 'general-fiction', 'family', 'read-2014', 'library-books', 'library-book', 'chick-lit']",15
4784,3128411,"[18886, 26785, 1128, 11370, 22973, 29011, 26897, 1540, 25147, 26771, 23037, 11503, 25146, 22944, 1078]","[203, 105, 29, 44, 1372, 281, 39, 49, 43, 29, 42, 29, 58, 26, 45]","['magic', 'sci-fi-fantasy', '5-stars', 'fantasy-sci-fi', 'paranormal', 'supernatural', 'scifi-fantasy', 'action', 'read-in-2011', 'sci-fi', 'part-of-a-series', 'favorite-authors', 'read-in-2010', 'paperback', '4-stars']",15
4785,13056511,"[32989, 18886, 11505, 22973, 29452, 29011, 5180, 18640, 9638, 21815, 22944, 29316, 32099, 24995, 18054]","[91, 7, 8, 133, 26, 43, 15, 9, 10, 7, 9, 8, 19, 7, 9]","['ya', 'magic', 'favorite-books', 'paranormal', 'teen', 'supernatural', 'books-i-have', 'love', 'dnf', 'nook', 'paperback', 'tbr', 'want-to-read', 'read-2013', 'library-books']",15
4786,129510,"[26785, 11370, 26897, 1540, 25147, 26771, 24999, 24997, 26837, 21815, 6122, 14552, 14467, 22944, 14487]","[75, 26, 22, 17, 8, 12, 11, 7, 26, 8, 8, 44, 210, 11, 305]","['sci-fi-fantasy', 'fantasy-sci-fi', 'scifi-fantasy', 'action', 'read-in-2011', 'sci-fi', 'read-2016', 'read-2015', 'science-fiction', 'nook', 'calibre', 'history', 'historical', 'paperback', 'historical-fiction']",15
4787,5585788,"[18886, 26785, 22973, 29011, 26897, 1540, 25147, 26771, 24997, 30358, 23037, 9638, 22944, 29316, 25822]","[156, 40, 487, 89, 15, 26, 11, 12, 13, 13, 15, 39, 12, 12, 16]","['magic', 'sci-fi-fantasy', 'paranormal', 'supernatural', 'scifi-fantasy', 'action', 'read-in-2011', 'sci-fi', 'read-2015', 'thriller', 'part-of-a-series', 'dnf', 'paperback', 'tbr', 'reviewed']",15
